ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
14680	袍	páo	Middle_Chinese		1113i	bawH	Wikibooks2016a
14681	抱	bào	Old_Chinese	1113	1113j		Karlgren1954
14682	抱	bào	Middle_Chinese		1113j	bawX	Wikibooks2016a
14683	枹	bāo	Old_Chinese	1113	1113k		Karlgren1954
14684	枹	bāo	Middle_Chinese		1113k	bjuw	Wikibooks2016a
14685	䍖	fú	Old_Chinese	1113	1113l		Karlgren1954
14686	䍖	fú	Middle_Chinese		1113l	bjuw	Wikibooks2016a
14687	鞄	páo	Old_Chinese	1113	1113m		Karlgren1954
14688	鞄	páo	Middle_Chinese		1113m	baew	Wikibooks2016a
14689	鞄	páo	Middle_Chinese		1113m	baewH	Wikibooks2016a
14690	鞄	páo	Middle_Chinese		1113m	baewX	Wikibooks2016a
14691	鞄	páo	Middle_Chinese		1113m	phaewk	Wikibooks2016a
14692	雹	báo	Old_Chinese	1113	1113n		Karlgren1954
14693	雹	báo	Middle_Chinese		1113n	baewk	Wikibooks2016a
14694	卯	mǎo	Old_Chinese	1114	1114a		Karlgren1954
14695	卯	mǎo	Middle_Chinese		1114a	maewX	Wikibooks2016a
14696	茆	máo	Old_Chinese	1114	1114f		Karlgren1954
14697	茆	máo	Middle_Chinese		1114f	ljuwX	Wikibooks2016a
14698	茆	máo	Middle_Chinese		1114f	maewX	Wikibooks2016a
14699	昴	mǎo	Old_Chinese	1114	1114g		Karlgren1954
14700	昴	mǎo	Middle_Chinese		1114g	maewX	Wikibooks2016a
14701	窌	jiào	Old_Chinese	1114	1114i		Karlgren1954
14702	窌	jiào	Middle_Chinese		1114i	kaewH	Wikibooks2016a
14703	窌	jiào	Middle_Chinese		1114i	phaewH	Wikibooks2016a
14704	貿	mào	Old_Chinese	1114	1114j		Karlgren1954
14705	貿	mào	Middle_Chinese		1114j	mjuwH	Wikibooks2016a
14706	貿	mào	Middle_Chinese		1114j	muwH	Wikibooks2016a
14707	柳	liǔ	Old_Chinese	1114	1114l		Karlgren1954
14708	柳	liǔ	Middle_Chinese		1114l	ljuwX	Wikibooks2016a
14709	桺	liǔ	Old_Chinese	1114	1114m		Karlgren1954
14710	桺	liǔ	Middle_Chinese		1114m	ljuwX	Wikibooks2016a
14711	留	liú	Old_Chinese	1114	1114p		Karlgren1954
14712	留	liú	Middle_Chinese		1114p	ljuw	Wikibooks2016a
14713	畱	liú	Old_Chinese	1114	1114q		Karlgren1954
14714	畱	liú	Middle_Chinese		1114q	ljuw	Wikibooks2016a
14715	駠	liú	Old_Chinese	1114	1114s		Karlgren1954
14716	駠	liú	Middle_Chinese		1114s	ljuw	Wikibooks2016a
14717	駵	liú	Old_Chinese	1114	1114t		Karlgren1954
14718	駵	liú	Middle_Chinese		1114t	ljuw	Wikibooks2016a
14719	聊	liáo	Old_Chinese	1114	1114u		Karlgren1954
14720	聊	liáo	Middle_Chinese		1114u	lew	Wikibooks2016a
14721	溜	liū	Old_Chinese	1114	1114v		Karlgren1954
14722	溜	liū	Middle_Chinese		1114v	ljuwH	Wikibooks2016a
14723	罶	liǔ	Old_Chinese	1114	1114x		Karlgren1954
14724	罶	liǔ	Middle_Chinese		1114x	ljuwX	Wikibooks2016a
14725	霤	liù	Old_Chinese	1114	1114y		Karlgren1954
14726	霤	liù	Middle_Chinese		1114y	ljuwH	Wikibooks2016a
14727	騮	liú	Old_Chinese	1114	1114z		Karlgren1954
14728	騮	liú	Middle_Chinese		1114z	ljuw	Wikibooks2016a
14729	劉	liú	Old_Chinese	1114	1114a'		Karlgren1954
14730	劉	liú	Middle_Chinese		1114a'	ljuw	Wikibooks2016a
14731	懰	liú	Old_Chinese	1114	1114b'		Karlgren1954
14732	懰	liú	Middle_Chinese		1114b'	ljuwX	Wikibooks2016a
14733	瀏	liú	Old_Chinese	1114	1114c'		Karlgren1954
14734	瀏	liú	Middle_Chinese		1114c'	ljuw	Wikibooks2016a
14735	瀏	liú	Middle_Chinese		1114c'	ljuwX	Wikibooks2016a
14736	幺	yāo	Old_Chinese	1115	1115a		Karlgren1954
14737	幺	yāo	Middle_Chinese		1115a	'ew	Wikibooks2016a
14738	𢆶		Old_Chinese	1115	1115b		Karlgren1954
14739	𢆶		Middle_Chinese		1115b	'jiw	Wikibooks2016a
14740	𢆶		Middle_Chinese		1115b	'juw	Wikibooks2016a
14741	幽	yōu	Old_Chinese	1115	1115c		Karlgren1954
14742	幽	yōu	Middle_Chinese		1115c	'jiw	Wikibooks2016a
14743	幼	yòu	Old_Chinese	1115	1115f		Karlgren1954
14744	幼	yòu	Middle_Chinese		1115f	'jiwH	Wikibooks2016a
14745	呦	yōu	Old_Chinese	1115	1115g		Karlgren1954
14746	呦	yōu	Middle_Chinese		1115g	'jiw	Wikibooks2016a
14747	黝	yǒu	Old_Chinese	1115	1115h		Karlgren1954
14748	黝	yǒu	Middle_Chinese		1115h	'jiwX	Wikibooks2016a
14749	窈	yǎo	Old_Chinese	1115	1115i		Karlgren1954
14750	窈	yǎo	Middle_Chinese		1115i	'ewX	Wikibooks2016a
14751	坳	ào	Old_Chinese	1115	1115j		Karlgren1954
14752	坳	ào	Middle_Chinese		1115j	'aew	Wikibooks2016a
14753	鳥	niǎo	Old_Chinese	1116	1116a		Karlgren1954
14754	鳥	niǎo	Middle_Chinese		1116a	tewX	Wikibooks2016a
14755	蔦	niǎo	Old_Chinese	1116	1116b		Karlgren1954
14756	蔦	niǎo	Middle_Chinese		1116b	tewH	Wikibooks2016a
14757	蔦	niǎo	Middle_Chinese		1116b	tewX	Wikibooks2016a
14758	島	dǎo	Old_Chinese	1116	1116c		Karlgren1954
14759	島	dǎo	Middle_Chinese		1116c	tawX	Wikibooks2016a
14760	隺	hú	Old_Chinese	1117	1117a		Karlgren1954
14761	隺	hú	Middle_Chinese		1117a	howk	Wikibooks2016a
14762	鶴	hè	Old_Chinese	1117	1117b		Karlgren1954
14763	鶴	hè	Middle_Chinese		1117b	haewk	Wikibooks2016a
14764	鶴	hè	Middle_Chinese		1117b	hak	Wikibooks2016a
14765	搉	què	Old_Chinese	1117	1117c		Karlgren1954
14766	搉	què	Middle_Chinese		1117c	kaewk	Wikibooks2016a
14767	確	què	Old_Chinese	1117	1117d		Karlgren1954
14768	確	què	Middle_Chinese		1117d	khaewk	Wikibooks2016a
14769	虐	nüè	Old_Chinese	1118	1118a		Karlgren1954
14770	虐	nüè	Middle_Chinese		1118a	ngjak	Wikibooks2016a
14771	瘧	nüè	Old_Chinese	1118	1118c		Karlgren1954
14772	瘧	nüè	Middle_Chinese		1118c	ngjak	Wikibooks2016a
14773	謔	xuè	Old_Chinese	1118	1118d		Karlgren1954
14774	謔	xuè	Middle_Chinese		1118d	xjak	Wikibooks2016a
14775	龠	yuè	Old_Chinese	1119	1119a		Karlgren1954
14776	龠	yuè	Middle_Chinese		1119a	yak	Wikibooks2016a
14777	籥	yuè	Old_Chinese	1119	1119c		Karlgren1954
14778	籥	yuè	Middle_Chinese		1119c	yak	Wikibooks2016a
14779	瀹	yuè	Old_Chinese	1119	1119d		Karlgren1954
14780	瀹	yuè	Middle_Chinese		1119d	yak	Wikibooks2016a
14781	𤅢		Old_Chinese	1119	1119e		Karlgren1954
14782	𤅢		Middle_Chinese		1119e	yak	Wikibooks2016a
14783	爚	yuè	Old_Chinese	1119	1119f		Karlgren1954
14784	爚	yuè	Middle_Chinese		1119f	yak	Wikibooks2016a
14785	禴	yuè	Old_Chinese	1119	1119g		Karlgren1954
14786	禴	yuè	Middle_Chinese		1119g	yak	Wikibooks2016a
14787	籲	yù	Old_Chinese	1119	1119h		Karlgren1954
14788	籲	yù	Middle_Chinese		1119h	yuH	Wikibooks2016a
14789	勺	sháo	Old_Chinese	1120	1120a		Karlgren1954
14790	勺	sháo	Middle_Chinese		1120a	dzyak	Wikibooks2016a
14791	勺	sháo	Middle_Chinese		1120a	tsyak	Wikibooks2016a
14792	杓	biāo	Old_Chinese	1120	1120b		Karlgren1954
14793	杓	biāo	Middle_Chinese		1120b	dzyak	Wikibooks2016a
14794	汋	zhuó	Old_Chinese	1120	1120c		Karlgren1954
14795	汋	zhuó	Middle_Chinese		1120c	tsyak	Wikibooks2016a
14796	汋	zhuó	Middle_Chinese		1120c	yak	Wikibooks2016a
14797	酌	zhuó	Old_Chinese	1120	1120d		Karlgren1954
14798	酌	zhuó	Middle_Chinese		1120d	tsyak	Wikibooks2016a
14799	妁	shuò	Old_Chinese	1120	1120e		Karlgren1954
14800	妁	shuò	Middle_Chinese		1120e	dzyak	Wikibooks2016a
14801	灼	zhuó	Old_Chinese	1120	1120f		Karlgren1954
14802	灼	zhuó	Middle_Chinese		1120f	tsyak	Wikibooks2016a
14803	礿	yuè	Old_Chinese	1120	1120g		Karlgren1954
14804	礿	yuè	Middle_Chinese		1120g	yak	Wikibooks2016a
14805	旳	dì	Old_Chinese	1120	1120i		Karlgren1954
14806	旳	dì	Middle_Chinese		1120i	tek	Wikibooks2016a
14807	靮	dí	Old_Chinese	1120	1120j		Karlgren1954
14808	靮	dí	Middle_Chinese		1120j	tek	Wikibooks2016a
14809	釣	diào	Old_Chinese	1120	1120k		Karlgren1954
14810	釣	diào	Middle_Chinese		1120k	tewH	Wikibooks2016a
14811	魡	diào	Old_Chinese	1120	1120l		Karlgren1954
14812	魡	diào	Middle_Chinese		1120l	tewH	Wikibooks2016a
14813	約	yuē	Old_Chinese	1120	1120m		Karlgren1954
14814	約	yuē	Middle_Chinese		1120m	'jak	Wikibooks2016a
14815	約	yuē	Middle_Chinese		1120m	'jiewH	Wikibooks2016a
14816	葯	yào	Old_Chinese	1120	1120n		Karlgren1954
14817	葯	yào	Middle_Chinese		1120n	'aewk	Wikibooks2016a
14818	爵	jué	Old_Chinese	1121	1121a		Karlgren1954
14819	爵	jué	Middle_Chinese		1121a	tsjak	Wikibooks2016a
14820	爝	jué	Old_Chinese	1121	1121e		Karlgren1954
14821	爝	jué	Middle_Chinese		1121e	dzjak	Wikibooks2016a
14822	穱	zhuō	Old_Chinese	1121	1121f		Karlgren1954
14823	穱	zhuō	Middle_Chinese		1121f	tsraewk	Wikibooks2016a
14824	灂	zhuó	Old_Chinese	1121	1121g		Karlgren1954
14825	灂	zhuó	Middle_Chinese		1121g	tsjewH	Wikibooks2016a
14826	釂	jiào	Old_Chinese	1121	1121h		Karlgren1954
14827	釂	jiào	Middle_Chinese		1121h	tsjewH	Wikibooks2016a
14828	雀	què	Old_Chinese	1122	1122a		Karlgren1954
14829	雀	què	Middle_Chinese		1122a	tsjak	Wikibooks2016a
14830	弱	ruò	Old_Chinese	1123	1123a		Karlgren1954
14831	弱	ruò	Middle_Chinese		1123a	nyak	Wikibooks2016a
14832	蒻	ruò	Old_Chinese	1123	1123b		Karlgren1954
14833	蒻	ruò	Middle_Chinese		1123b	nyak	Wikibooks2016a
14834	愵	nì	Old_Chinese	1123	1123c		Karlgren1954
14835	愵	nì	Middle_Chinese		1123c	nek	Wikibooks2016a
14836	溺	nì	Old_Chinese	1123	1123d		Karlgren1954
14837	溺	nì	Middle_Chinese		1123d	nek	Wikibooks2016a
14838	溺	nì	Middle_Chinese		1123d	newH	Wikibooks2016a
14839	嫋	niǎo	Old_Chinese	1123	1123e		Karlgren1954
14840	嫋	niǎo	Middle_Chinese		1123e	newX	Wikibooks2016a
14841	翟	dí	Old_Chinese	1124	1124a		Karlgren1954
14842	翟	dí	Middle_Chinese		1124a	dek	Wikibooks2016a
14843	糴	dí	Old_Chinese	1124	1124c		Karlgren1954
14844	糴	dí	Middle_Chinese		1124c	dek	Wikibooks2016a
14845	籊	tì	Old_Chinese	1124	1124d		Karlgren1954
14846	籊	tì	Middle_Chinese		1124d	dek	Wikibooks2016a
14847	籊	tì	Middle_Chinese		1124d	thek	Wikibooks2016a
14848	趯	tì	Old_Chinese	1124	1124e		Karlgren1954
14849	趯	tì	Middle_Chinese		1124e	thek	Wikibooks2016a
14850	躍	yuè	Old_Chinese	1124	1124f		Karlgren1954
14851	躍	yuè	Middle_Chinese		1124f	yak	Wikibooks2016a
14852	擢	zhuó	Old_Chinese	1124	1124g		Karlgren1954
14853	擢	zhuó	Middle_Chinese		1124g	draewk	Wikibooks2016a
14854	濯	zhuó	Old_Chinese	1124	1124h		Karlgren1954
14855	濯	zhuó	Middle_Chinese		1124h	draewH	Wikibooks2016a
14856	濯	zhuó	Middle_Chinese		1124h	draewk	Wikibooks2016a
14857	曜	yào	Old_Chinese	1124	1124i		Karlgren1954
14858	曜	yào	Middle_Chinese		1124i	yewH	Wikibooks2016a
14859	燿	yào	Old_Chinese	1124	1124j		Karlgren1954
14860	燿	yào	Middle_Chinese		1124j	yewH	Wikibooks2016a
14861	耀	yào	Old_Chinese	1124	1124k		Karlgren1954
14862	耀	yào	Middle_Chinese		1124k	yewH	Wikibooks2016a
14863	糶	tiào	Old_Chinese	1124	1124l		Karlgren1954
14864	糶	tiào	Middle_Chinese		1124l	thewH	Wikibooks2016a
14865	藋	diào	Old_Chinese	1124	1124m		Karlgren1954
14866	藋	diào	Middle_Chinese		1124m	dewH	Wikibooks2016a
14867	鑃	diào	Old_Chinese	1124	1124n		Karlgren1954
14868	鑃	diào	Middle_Chinese		1124n	dewH	Wikibooks2016a
14869	櫂	zhào	Old_Chinese	1124	1124q		Karlgren1954
14870	櫂	zhào	Middle_Chinese		1124q	draewH	Wikibooks2016a
14871	樂	lè	Old_Chinese	1125	1125a		Karlgren1954
14872	樂	lè	Middle_Chinese		1125a	lak	Wikibooks2016a
14873	樂	lè	Middle_Chinese		1125a	ljewH	Wikibooks2016a
14874	樂	lè	Middle_Chinese		1125a	ngaewH	Wikibooks2016a
14875	樂	lè	Middle_Chinese		1125a	ngaewk	Wikibooks2016a
14876	轢	lì	Old_Chinese	1125	1125d		Karlgren1954
14877	轢	lì	Middle_Chinese		1125d	lak	Wikibooks2016a
14878	轢	lì	Middle_Chinese		1125d	lek	Wikibooks2016a
14879	𧭥		Old_Chinese	1125	1125e		Karlgren1954
14880	𧭥		Middle_Chinese		1125e	lak	Wikibooks2016a
14881	濼	luò	Old_Chinese	1125	1125g		Karlgren1954
14882	濼	luò	Middle_Chinese		1125g	lowk	Wikibooks2016a
14883	櫟	lì	Old_Chinese	1125	1125i		Karlgren1954
14884	櫟	lì	Middle_Chinese		1125i	lek	Wikibooks2016a
14885	礫	lì	Old_Chinese	1125	1125j		Karlgren1954
14886	礫	lì	Middle_Chinese		1125j	lek	Wikibooks2016a
14887	躒	lì	Old_Chinese	1125	1125k		Karlgren1954
14888	躒	lì	Middle_Chinese		1125k	lek	Wikibooks2016a
14889	䟏	lì	Old_Chinese	1125	1125l		Karlgren1954
14890	䟏	lì	Middle_Chinese		1125l	syak	Wikibooks2016a
14891	爍	shuò	Old_Chinese	1125	1125n		Karlgren1954
14892	爍	shuò	Middle_Chinese		1125n	syak	Wikibooks2016a
14893	鑠	shuò	Old_Chinese	1125	1125o		Karlgren1954
14894	鑠	shuò	Middle_Chinese		1125o	syak	Wikibooks2016a
14895	藥	yào	Old_Chinese	1125	1125p		Karlgren1954
14896	藥	yào	Middle_Chinese		1125p	yak	Wikibooks2016a
14897	卓	zhuō	Old_Chinese	1126	1126a		Karlgren1954
14898	卓	zhuō	Middle_Chinese		1126a	traewk	Wikibooks2016a
14899	倬	zhuō	Old_Chinese	1126	1126b		Karlgren1954
14900	倬	zhuō	Middle_Chinese		1126b	traewk	Wikibooks2016a
14901	逴	chuō	Old_Chinese	1126	1126c		Karlgren1954
14902	逴	chuō	Middle_Chinese		1126c	trhaewk	Wikibooks2016a
14903	趠	chuò	Old_Chinese	1126	1126d		Karlgren1954
14904	趠	chuò	Middle_Chinese		1126d	trhaewk	Wikibooks2016a
14905	踔	chuō	Old_Chinese	1126	1126f		Karlgren1954
14906	踔	chuō	Middle_Chinese		1126f	trhaewk	Wikibooks2016a
14907	綽	chuò	Old_Chinese	1126	1126g		Karlgren1954
14908	綽	chuò	Middle_Chinese		1126g	tsyhak	Wikibooks2016a
14909	罩	zhào	Old_Chinese	1126	1126i		Karlgren1954
14910	罩	zhào	Middle_Chinese		1126i	traewH	Wikibooks2016a
14911	淖	nào	Old_Chinese	1126	1126j		Karlgren1954
14912	淖	nào	Middle_Chinese		1126j	nraewH	Wikibooks2016a
14913	悼	dào	Old_Chinese	1126	1126l		Karlgren1954
14914	悼	dào	Middle_Chinese		1126l	dawH	Wikibooks2016a
14915	掉	diào	Old_Chinese	1126	1126m		Karlgren1954
14916	掉	diào	Middle_Chinese		1126m	dewH	Wikibooks2016a
14917	掉	diào	Middle_Chinese		1126m	dewX	Wikibooks2016a
14918	掉	diào	Middle_Chinese		1126m	nraewk	Wikibooks2016a
14919	駁	bó	Old_Chinese	1127	1127a		Karlgren1954
14920	駁	bó	Middle_Chinese		1127a	paewk	Wikibooks2016a
14921	駮	bó	Old_Chinese	1127	1127c		Karlgren1954
14922	駮	bó	Middle_Chinese		1127c	paewk	Wikibooks2016a
14923	鑿	záo	Old_Chinese	1128	1128a		Karlgren1954
14924	鑿	záo	Middle_Chinese		1128a	dzak	Wikibooks2016a
14925	𥽿		Old_Chinese	1128	1128b		Karlgren1954
14926	𥽿		Middle_Chinese		1128b	tsak	Wikibooks2016a
14927	高	gāo	Old_Chinese	1129	1129a		Karlgren1954
14928	高	gāo	Middle_Chinese		1129a	kaw	Wikibooks2016a
14929	皜	hào	Old_Chinese	1129	1129d		Karlgren1954
14930	皜	hào	Middle_Chinese		1129d	kawX	Wikibooks2016a
14931	暠	gǎo	Old_Chinese	1129	1129e		Karlgren1954
14932	暠	gǎo	Middle_Chinese		1129e	kawX	Wikibooks2016a
14933	稾	gǎo	Old_Chinese	1129	1129f		Karlgren1954
14934	稾	gǎo	Middle_Chinese		1129f	kawX	Wikibooks2016a
14935	藁	gǎo	Old_Chinese	1129	1129g		Karlgren1954
14936	藁	gǎo	Middle_Chinese		1129g	kawX	Wikibooks2016a
14937	縞	gǎo	Old_Chinese	1129	1129h		Karlgren1954
14938	縞	gǎo	Middle_Chinese		1129h	kawX	Wikibooks2016a
14939	膏	gāo	Old_Chinese	1129	1129i		Karlgren1954
14940	膏	gāo	Middle_Chinese		1129i	kaw	Wikibooks2016a
14941	膏	gāo	Middle_Chinese		1129i	kawH	Wikibooks2016a
14942	槁	gǎo	Old_Chinese	1129	1129j		Karlgren1954
14943	槁	gǎo	Middle_Chinese		1129j	kawX	Wikibooks2016a
14944	槁	gǎo	Middle_Chinese		1129j	khawX	Wikibooks2016a
14945	槀	gǎo	Old_Chinese	1129	1129k		Karlgren1954
14946	槀	gǎo	Middle_Chinese		1129k	kawX	Wikibooks2016a
14947	槀	gǎo	Middle_Chinese		1129k	khawX	Wikibooks2016a
14948	犒	kào	Old_Chinese	1129	1129l		Karlgren1954
14949	犒	kào	Middle_Chinese		1129l	khawH	Wikibooks2016a
14950	毫	háo	Old_Chinese	1129	1129m		Karlgren1954
14951	毫	háo	Middle_Chinese		1129m	haw	Wikibooks2016a
14952	豪	háo	Old_Chinese	1129	1129n		Karlgren1954
14953	豪	háo	Middle_Chinese		1129n	haw	Wikibooks2016a
14954	鎬	hào	Old_Chinese	1129	1129o		Karlgren1954
14955	鎬	hào	Middle_Chinese		1129o	hawX	Wikibooks2016a
14956	蒿	hāo	Old_Chinese	1129	1129q		Karlgren1954
14957	蒿	hāo	Middle_Chinese		1129q	xaw	Wikibooks2016a
14958	㪣	xiāo	Old_Chinese	1129	1129s		Karlgren1954
14959	㪣	xiāo	Middle_Chinese		1129s	khaew	Wikibooks2016a
14960	㪣	xiāo	Middle_Chinese		1129s	khaewH	Wikibooks2016a
14961	謞	hè	Old_Chinese	1129	1129t		Karlgren1954
14962	謞	hè	Middle_Chinese		1129t	xaewH	Wikibooks2016a
14963	熇	hè	Old_Chinese	1129	1129u		Karlgren1954
14964	熇	hè	Middle_Chinese		1129u	xak	Wikibooks2016a
14965	熇	hè	Middle_Chinese		1129u	xowk	Wikibooks2016a
14966	翯	hè	Old_Chinese	1129	1129v		Karlgren1954
14967	翯	hè	Middle_Chinese		1129v	haewk	Wikibooks2016a
14968	翯	hè	Middle_Chinese		1129v	xaewk	Wikibooks2016a
14969	嗃	hè	Old_Chinese	1129	1129x		Karlgren1954
14970	嗃	hè	Middle_Chinese		1129x	xaewk	Wikibooks2016a
14971	嗃	hè	Middle_Chinese		1129x	xak	Wikibooks2016a
14972	壕	háo	Old_Chinese	1129	1129y		Karlgren1954
14973	壕	háo	Middle_Chinese		1129y	haw	Wikibooks2016a
14974	譹	háo	Old_Chinese	1129	1129z		Karlgren1954
14975	譹	háo	Middle_Chinese		1129z	haw	Wikibooks2016a
14976	薧	hāo	Old_Chinese	1129	1129a'		Karlgren1954
14977	薧	hāo	Middle_Chinese		1129a'	khawX	Wikibooks2016a
14978	嚆	hāo	Old_Chinese	1129	1129b'		Karlgren1954
14979	嚆	hāo	Middle_Chinese		1129b'	xaew	Wikibooks2016a
14980	嚆	hāo	Middle_Chinese		1129b'	xaewH	Wikibooks2016a
14981	藃	xiāo	Old_Chinese	1129	1129c'		Karlgren1954
14982	藃	xiāo	Middle_Chinese		1129c'	xaewk	Wikibooks2016a
14983	藃	xiāo	Middle_Chinese		1129c'	xawH	Wikibooks2016a
14984	稿	gǎo	Old_Chinese	1129	1129-		Karlgren1954
14985	稿	gǎo	Middle_Chinese		1129-	kawX	Wikibooks2016a
14986	敖	áo	Old_Chinese	1130	1130a		Karlgren1954
14987	敖	áo	Middle_Chinese		1130a	ngaw	Wikibooks2016a
14988	遨	áo	Old_Chinese	1130	1130c		Karlgren1954
14989	遨	áo	Middle_Chinese		1130c	ngaw	Wikibooks2016a
14990	傲	ào	Old_Chinese	1130	1130d		Karlgren1954
14991	傲	ào	Middle_Chinese		1130d	ngaw	Wikibooks2016a
14992	傲	ào	Middle_Chinese		1130d	ngawH	Wikibooks2016a
14993	嗷	áo	Old_Chinese	1130	1130e		Karlgren1954
14994	嗷	áo	Middle_Chinese		1130e	ngaw	Wikibooks2016a
14995	嗸	áo	Old_Chinese	1130	1130f		Karlgren1954
14996	嗸	áo	Middle_Chinese		1130f	ngaw	Wikibooks2016a
14997	摮	áo	Old_Chinese	1130	1130g		Karlgren1954
14998	摮	áo	Middle_Chinese		1130g	ngaw	Wikibooks2016a
14999	熬	áo	Old_Chinese	1130	1130h		Karlgren1954
15000	熬	áo	Middle_Chinese		1130h	ngaw	Wikibooks2016a
15001	獒	áo	Old_Chinese	1130	1130j		Karlgren1954
15002	獒	áo	Middle_Chinese		1130j	ngaw	Wikibooks2016a
15003	螯	áo	Old_Chinese	1130	1130k		Karlgren1954
15004	螯	áo	Middle_Chinese		1130k	ngaw	Wikibooks2016a
15005	謷	áo	Old_Chinese	1130	1130l		Karlgren1954
15006	謷	áo	Middle_Chinese		1130l	ngaew	Wikibooks2016a
15007	謷	áo	Middle_Chinese		1130l	ngaw	Wikibooks2016a
15008	謷	áo	Middle_Chinese		1130l	ngawH	Wikibooks2016a
15009	驁	ào	Old_Chinese	1130	1130m		Karlgren1954
15010	驁	ào	Middle_Chinese		1130m	ngaw	Wikibooks2016a
15011	鼇	áo	Old_Chinese	1130	1130o		Karlgren1954
15012	鼇	áo	Middle_Chinese		1130o	ngaw	Wikibooks2016a
15013	刀	dāo	Old_Chinese	1131	1131a		Karlgren1954
15014	刀	dāo	Middle_Chinese		1131a	taw	Wikibooks2016a
15015	刀	dāo	Middle_Chinese		1131a	tew	Wikibooks2016a
15016	忉	dāo	Old_Chinese	1131	1131c		Karlgren1954
15017	忉	dāo	Middle_Chinese		1131c	taw	Wikibooks2016a
15018	叨	dāo	Old_Chinese	1131	1131d		Karlgren1954
15019	叨	dāo	Middle_Chinese		1131d	thaw	Wikibooks2016a
15020	召	zhào	Old_Chinese	1131	1131e		Karlgren1954
15021	召	zhào	Middle_Chinese		1131e	drjewH	Wikibooks2016a
15022	召	zhào	Middle_Chinese		1131e	dzyewX	Wikibooks2016a
15023	怊	chāo	Old_Chinese	1131	1131i		Karlgren1954
15024	怊	chāo	Middle_Chinese		1131i	trhjew	Wikibooks2016a
15025	怊	chāo	Middle_Chinese		1131i	tsyhew	Wikibooks2016a
15026	超	chāo	Old_Chinese	1131	1131j		Karlgren1954
15027	超	chāo	Middle_Chinese		1131j	trhjew	Wikibooks2016a
15028	軺	yáo	Old_Chinese	1131	1131k		Karlgren1954
15029	軺	yáo	Middle_Chinese		1131k	yew	Wikibooks2016a
15030	招	zhāo	Old_Chinese	1131	1131l		Karlgren1954
15031	招	zhāo	Middle_Chinese		1131l	tsyew	Wikibooks2016a
15032	昭	zhāo	Old_Chinese	1131	1131m		Karlgren1954
15033	昭	zhāo	Middle_Chinese		1131m	dzyew	Wikibooks2016a
15034	昭	zhāo	Middle_Chinese		1131m	tsyew	Wikibooks2016a
15035	昭	zhāo	Middle_Chinese		1131m	tsyewX	Wikibooks2016a
15036	炤	zhào	Old_Chinese	1131	1131n		Karlgren1954
15037	炤	zhào	Middle_Chinese		1131n	tsyewH	Wikibooks2016a
15038	照	zhào	Old_Chinese	1131	1131o		Karlgren1954
15039	照	zhào	Middle_Chinese		1131o	tsyewH	Wikibooks2016a
15040	沼	zhǎo	Old_Chinese	1131	1131p		Karlgren1954
15041	沼	zhǎo	Middle_Chinese		1131p	tsyewX	Wikibooks2016a
15042	詔	zhào	Old_Chinese	1131	1131q		Karlgren1954
15043	詔	zhào	Middle_Chinese		1131q	tsyewH	Wikibooks2016a
15044	鉊	zhāo	Old_Chinese	1131	1131r		Karlgren1954
15045	鉊	zhāo	Middle_Chinese		1131r	tsyew	Wikibooks2016a
15046	弨	chāo	Old_Chinese	1131	1131s		Karlgren1954
15047	弨	chāo	Middle_Chinese		1131s	tsyhew	Wikibooks2016a
15048	弨	chāo	Middle_Chinese		1131s	tsyhewX	Wikibooks2016a
15049	卲	shào	Old_Chinese	1131	1131t		Karlgren1954
15050	卲	shào	Middle_Chinese		1131t	dzyewX	Wikibooks2016a
15051	紹	shào	Old_Chinese	1131	1131z		Karlgren1954
15052	紹	shào	Middle_Chinese		1131z	dzyewX	Wikibooks2016a
15053	韶	sháo	Old_Chinese	1131	1131a'		Karlgren1954
15054	韶	sháo	Middle_Chinese		1131a'	dzyew	Wikibooks2016a
15055	㲈	sháo	Old_Chinese	1131	1131b'		Karlgren1954
15056	㲈	sháo	Middle_Chinese		1131b'	dzyew	Wikibooks2016a
15057	貂	diāo	Old_Chinese	1131	1131c'		Karlgren1954
15058	貂	diāo	Middle_Chinese		1131c'	tew	Wikibooks2016a
15059	苕	sháo	Old_Chinese	1131	1131d'		Karlgren1954
15060	苕	sháo	Middle_Chinese		1131d'	dew	Wikibooks2016a
15061	鞀	táo	Old_Chinese	1131	1131e'		Karlgren1954
15062	鞀	táo	Middle_Chinese		1131e'	daw	Wikibooks2016a
15063	到	dào	Old_Chinese	1132	1132a		Karlgren1954
15064	到	dào	Middle_Chinese		1132a	tawH	Wikibooks2016a
15065	倒	dào	Old_Chinese	1132	1132c		Karlgren1954
15066	倒	dào	Middle_Chinese		1132c	tawH	Wikibooks2016a
15067	倒	dào	Middle_Chinese		1132c	tawX	Wikibooks2016a
15068	菿	dào	Old_Chinese	1132	1132d		Karlgren1954
15069	菿	dào	Middle_Chinese		1132d	tawH	Wikibooks2016a
15070	盜	dào	Old_Chinese	1133	1133a		Karlgren1954
15071	盜	dào	Middle_Chinese		1133a	dawH	Wikibooks2016a
15072	喿	zào	Old_Chinese	1134	1134a		Karlgren1954
15073	喿	zào	Middle_Chinese		1134a	sawH	Wikibooks2016a
15074	譟	zào	Old_Chinese	1134	1134c		Karlgren1954
